City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
0,Busselton,-33.65,115.3333,61.0,99,99,1.01,AU,2021-04-11 22:31:19,overcast clouds
1,Atuona,-9.8,-139.0333,80.6,77,18,17.02,PF,2021-04-11 22:31:19,few clouds
2,Barbacoas,1.6715,-78.1398,77.72,93,99,2.33,CO,2021-04-11 22:31:19,light rain
3,Rikitea,-23.1203,-134.9692,78.3,74,7,8.19,PF,2021-04-11 22:28:26,light rain
4,Vaini,-21.2,-175.2,80.6,69,20,5.75,TO,2021-04-11 22:31:20,few clouds
5,Qaanaaq,77.484,-69.3632,23.05,94,100,9.69,GL,2021-04-11 22:31:20,snow
6,Tuktoyaktuk,69.4541,-133.0374,-5.8,71,1,9.22,CA,2021-04-11 22:31:21,clear sky
7,Kotka,60.4664,26.9458,39.0,65,0,6.91,FI,2021-04-11 22:29:24,clear sky
8,Bambous Virieux,-20.3428,57.7575,78.01,94,75,6.91,MU,2021-04-11 22:31:21,broken clouds
9,Haines Junction,60.7522,-137.5108,23.0,30,91,4.61,CA,2021-04-11 22:31:21,overcast clouds
10,Saskylakh,71.9167,114.0833,16.63,91,85,8.03,RU,2021-04-11 22:31:22,overcast clouds
11,Saldanha,-33.0117,17.9442,60.8,82,100,5.75,ZA,2021-04-11 22:31:22,overcast clouds
12,Mandali,33.7499,45.5541,64.33,25,0,11.01,IQ,2021-04-11 22:31:23,clear sky
13,Hobart,-42.8794,147.3294,50.0,76,75,10.36,AU,2021-04-11 22:31:23,broken clouds
14,Baherden,38.4362,57.4316,65.8,24,73,7.11,TM,2021-04-11 22:31:23,broken clouds
15,Kailua,21.4022,-157.7394,75.2,60,40,13.8,US,2021-04-11 22:31:24,scattered clouds
16,Kaitangata,-46.2817,169.8464,61.0,81,51,8.01,NZ,2021-04-11 22:31:24,broken clouds
17,Guerrero Negro,27.9769,-114.0611,64.62,65,99,16.75,MX,2021-04-11 22:31:24,overcast clouds
18,Arauca,7.0847,-70.7591,82.4,74,80,5.75,CO,2021-04-11 22:30:09,broken clouds
19,Dustlik,40.5247,68.0358,47.39,48,0,4.18,UZ,2021-04-11 22:31:25,clear sky
20,Chokurdakh,70.6333,147.9167,-6.03,91,54,11.34,RU,2021-04-11 22:31:25,broken clouds
21,Thompson,55.7435,-97.8558,26.6,68,90,12.66,CA,2021-04-11 22:30:12,overcast clouds
22,Hasaki,35.7333,140.8333,54.0,76,20,4.61,JP,2021-04-11 22:31:25,few clouds
23,Hervey Bay,-25.2986,152.8535,66.0,46,0,4.0,AU,2021-04-11 22:31:26,clear sky
24,Cape Town,-33.9258,18.4232,64.99,94,0,12.66,ZA,2021-04-11 22:26:36,clear sky
25,Mount Isa,-20.7333,139.5,68.0,30,0,11.5,AU,2021-04-11 22:31:09,clear sky
26,Chapaevsk,52.9813,49.7112,46.4,93,0,2.24,RU,2021-04-11 22:31:27,clear sky
27,Terrell,32.736,-96.2753,82.99,21,1,12.66,US,2021-04-11 22:31:27,clear sky
28,Griffith,41.5284,-87.4237,52.0,76,90,6.91,US,2021-04-11 22:29:26,overcast clouds
29,Port Alfred,-33.5906,26.891,65.66,91,79,3.29,ZA,2021-04-11 22:31:27,broken clouds
30,New Norfolk,-42.7826,147.0587,50.0,81,100,1.01,AU,2021-04-11 22:31:28,overcast clouds
31,Tautira,-17.7333,-149.15,86.0,66,75,14.97,PF,2021-04-11 22:31:28,broken clouds
32,Sinnamary,5.3833,-52.95,78.06,84,62,4.07,GF,2021-04-11 22:31:28,broken clouds
33,Clyde River,70.4692,-68.5914,28.4,74,20,3.44,CA,2021-04-11 22:31:29,few clouds
34,Arraial Do Cabo,-22.9661,-42.0278,78.8,78,0,9.22,BR,2021-04-11 22:29:17,clear sky
35,Mataura,-46.1927,168.8643,57.0,95,89,8.01,NZ,2021-04-11 22:31:30,overcast clouds
36,Lavrentiya,65.5833,-171.0,5.79,84,100,29.95,RU,2021-04-11 22:31:30,light snow
37,Kasongo-Lunda,-6.4667,16.8167,70.2,97,92,0.98,CD,2021-04-11 22:31:30,overcast clouds
38,Novobiryusinskiy,56.9578,97.7076,33.13,96,100,9.1,RU,2021-04-11 22:31:31,light snow
39,Punta Arenas,-53.15,-70.9167,55.4,38,0,11.5,CL,2021-04-11 22:31:31,clear sky
40,Sorland,67.667,12.6934,37.33,62,100,13.49,NO,2021-04-11 22:31:31,overcast clouds
41,Khatanga,71.9667,102.5,16.65,84,98,10.4,RU,2021-04-11 22:31:32,overcast clouds
42,Saint-Philippe,-21.3585,55.7679,77.0,73,0,4.61,RE,2021-04-11 22:31:32,clear sky
43,Alofi,-19.0595,-169.9187,80.6,78,51,6.91,NU,2021-04-11 22:31:32,broken clouds
44,Karratha,-20.7377,116.8463,82.83,76,53,6.62,AU,2021-04-11 22:31:33,broken clouds
45,Penzance,50.1186,-5.5371,39.0,70,6,6.91,GB,2021-04-11 22:31:33,clear sky
46,Tasiilaq,65.6145,-37.6368,26.6,68,0,6.4,GL,2021-04-11 22:31:33,clear sky
47,Albany,42.6001,-73.9662,61.0,75,100,8.37,US,2021-04-11 22:31:29,overcast clouds
48,Bykovo,55.6361,38.0803,45.0,65,0,2.24,RU,2021-04-11 22:31:34,clear sky
49,Ushuaia,-54.8,-68.3,50.0,53,75,18.41,AR,2021-04-11 22:31:34,broken clouds
50,Bredasdorp,-34.5322,20.0403,57.2,94,100,1.14,ZA,2021-04-11 22:31:34,overcast clouds
51,Chalakudi,10.304,76.3361,77.0,94,75,2.3,IN,2021-04-11 22:31:35,mist
52,Tupik,54.4253,119.9327,9.07,81,67,3.27,RU,2021-04-11 22:31:35,broken clouds
53,Nikolskoye,59.7035,30.7861,43.0,56,0,4.47,RU,2021-04-11 22:31:35,light rain
54,Hamilton,39.1834,-84.5333,53.6,76,90,16.11,US,2021-04-11 22:28:36,overcast clouds
55,Nuuk,64.1835,-51.7216,33.8,80,18,12.66,GL,2021-04-11 22:31:36,few clouds
56,Barrow,71.2906,-156.7887,-11.2,77,1,5.75,US,2021-04-11 22:31:36,clear sky
57,Richards Bay,-28.783,32.0377,71.35,95,10,6.55,ZA,2021-04-11 22:31:36,clear sky
58,Omsukchan,62.5333,155.8,-6.75,93,100,7.11,RU,2021-04-11 22:31:37,overcast clouds
59,Airai,-8.9266,125.4092,63.36,81,28,1.45,TL,2021-04-11 22:31:37,scattered clouds
60,Bengkulu,-3.8004,102.2655,75.16,90,100,4.92,ID,2021-04-11 22:31:37,overcast clouds
61,Yagodnoye,62.55,149.6667,-4.31,89,100,3.87,RU,2021-04-11 22:31:38,overcast clouds
62,Codrington,-38.2667,141.9667,58.06,64,80,9.08,AU,2021-04-11 22:31:38,broken clouds
63,Jamestown,42.097,-79.2353,64.4,52,1,6.91,US,2021-04-11 22:31:39,clear sky
64,Port Blair,11.6667,92.75,81.63,75,90,4.59,IN,2021-04-11 22:31:39,overcast clouds
65,Mount Gambier,-37.8333,140.7667,51.8,87,90,3.78,AU,2021-04-11 22:30:15,overcast clouds
66,Kattivakkam,13.2167,80.3167,82.4,74,40,3.44,IN,2021-04-11 22:31:39,mist
67,Dikson,73.5069,80.5464,29.12,93,100,24.14,RU,2021-04-11 22:31:40,light snow
68,Shimoda,34.6667,138.95,55.99,68,70,1.01,JP,2021-04-11 22:31:40,broken clouds
69,Nadym,65.5333,72.5167,34.27,91,100,21.85,RU,2021-04-11 22:31:40,overcast clouds
70,Hilo,19.7297,-155.09,80.6,44,1,11.5,US,2021-04-11 22:31:41,clear sky
71,Kawalu,-7.3817,108.2082,71.98,97,82,0.96,ID,2021-04-11 22:31:41,broken clouds
72,Whitehorse,60.7161,-135.0538,28.99,42,1,13.8,CA,2021-04-11 22:31:41,clear sky
73,Oranjemund,-28.55,16.4333,62.92,75,0,4.47,NA,2021-04-11 22:31:42,clear sky
74,Kodiak,57.79,-152.4072,39.2,87,90,17.27,US,2021-04-11 22:31:42,moderate rain
75,Hermanus,-34.4187,19.2345,64.99,83,100,5.01,ZA,2021-04-11 22:31:42,overcast clouds
76,Rawson,-43.3002,-65.1023,69.69,43,0,8.59,AR,2021-04-11 22:28:08,clear sky
77,Makakilo City,21.3469,-158.0858,69.8,73,90,4.61,US,2021-04-11 22:31:43,heavy intensity rain
78,Torbay,47.6666,-52.7314,33.01,100,90,12.66,CA,2021-04-11 22:31:43,fog
79,Kapaa,22.0752,-159.319,77.0,61,75,16.11,US,2021-04-11 22:31:44,light rain
80,Tateyama,34.9833,139.8667,57.0,66,28,10.31,JP,2021-04-11 22:31:44,scattered clouds
81,Listvyagi,53.6772,86.951,28.45,98,47,1.03,RU,2021-04-11 22:31:45,scattered clouds
82,Benghazi,32.1167,20.0667,62.82,42,18,9.73,LY,2021-04-11 22:31:45,few clouds
83,Jorochito,-18.05,-63.4333,69.8,83,75,19.57,BO,2021-04-11 22:31:45,broken clouds
84,Jaten,-7.5772,110.8975,74.8,91,80,3.44,ID,2021-04-11 22:31:46,broken clouds
85,Ponta Do Sol,32.6667,-17.1,63.0,81,100,1.01,PT,2021-04-11 22:31:46,overcast clouds
86,Ancud,-41.8697,-73.8203,60.01,100,75,14.97,CL,2021-04-11 22:31:47,broken clouds
87,Half Moon Bay,37.4636,-122.4286,68.0,76,1,18.41,US,2021-04-11 22:31:47,haze
88,Carnarvon,-24.8667,113.6333,78.8,83,90,12.66,AU,2021-04-11 22:31:48,overcast clouds
89,Palmas Bellas,9.2319,-80.0867,86.0,68,47,3.0,PA,2021-04-11 22:31:48,scattered clouds
90,Aras,42.5617,-2.356,45.0,70,0,11.5,ES,2021-04-11 22:31:49,clear sky
91,Nacozari,25.3366,-108.2574,84.0,61,73,11.99,MX,2021-04-11 22:31:49,broken clouds
92,Coahuayana,18.7333,-103.6833,84.2,48,40,13.8,MX,2021-04-11 22:29:45,scattered clouds
93,San Quintin,30.4833,-115.95,62.67,70,79,9.51,MX,2021-04-11 22:31:50,broken clouds
94,Mandalgovi,45.7625,106.2708,16.0,45,32,18.45,MN,2021-04-11 22:31:50,scattered clouds
95,Mamakan,57.8161,114.0028,13.57,88,100,1.86,RU,2021-04-11 22:31:50,overcast clouds
96,Tiksi,71.6872,128.8694,8.31,69,100,7.99,RU,2021-04-11 22:31:51,overcast clouds
97,Passo Fundo,-28.2628,-52.4067,65.64,96,76,8.59,BR,2021-04-11 22:31:51,broken clouds
98,Poum,-20.2333,164.0167,77.41,84,100,9.06,NC,2021-04-11 22:31:52,overcast clouds
99,Karaton,-6.3424,106.1045,78.01,83,20,4.61,ID,2021-04-11 22:31:52,few clouds
100,Tual,-5.6667,132.75,82.56,74,27,8.97,ID,2021-04-11 22:31:52,scattered clouds
101,Zhigansk,66.7697,123.3711,1.18,93,33,11.43,RU,2021-04-11 22:31:52,scattered clouds
102,Constitucion,-35.3333,-72.4167,60.82,73,0,13.2,CL,2021-04-11 22:31:53,clear sky
103,Lagoa,39.05,-27.9833,61.65,84,100,7.61,PT,2021-04-11 22:31:53,overcast clouds
104,Ahipara,-35.1667,173.1667,71.06,76,47,3.96,NZ,2021-04-11 22:31:53,scattered clouds
105,Narsaq,60.9167,-46.05,48.2,29,0,13.8,GL,2021-04-11 22:31:54,clear sky
106,Sandnessjoen,66.0217,12.6316,34.0,93,90,5.75,NO,2021-04-11 22:31:54,light snow
107,Khovu-Aksy,51.1333,93.6,24.55,57,36,4.68,RU,2021-04-11 22:31:54,scattered clouds
108,Teguise,29.0605,-13.564,68.0,77,20,8.05,ES,2021-04-11 22:31:55,few clouds
109,High Level,58.5169,-117.136,30.2,40,40,10.36,CA,2021-04-11 22:31:55,scattered clouds
110,Maniitsoq,65.4167,-52.9,29.14,76,19,5.23,GL,2021-04-11 22:31:55,few clouds
111,Manzanillo,20.3433,-77.1167,83.59,62,75,10.51,CU,2021-04-11 22:31:56,broken clouds
112,Villa Del Rosario,7.8339,-72.4742,87.8,58,40,9.22,CO,2021-04-11 22:31:56,scattered clouds
113,Zhangye,38.9342,100.4517,41.22,47,0,0.22,CN,2021-04-11 22:31:56,clear sky
114,Port Hardy,50.6996,-127.4199,46.4,49,20,18.41,CA,2021-04-11 22:30:12,few clouds
115,Hithadhoo,-0.6,73.0833,83.03,72,93,12.1,MV,2021-04-11 22:31:57,overcast clouds
116,Aklavik,68.2191,-135.0107,10.4,34,15,5.75,CA,2021-04-11 22:31:57,few clouds
117,Ngunguru,-35.6167,174.5,69.01,98,81,4.52,NZ,2021-04-11 22:31:57,broken clouds
118,Pevek,69.7008,170.3133,-13.32,98,100,5.19,RU,2021-04-11 22:31:58,overcast clouds
119,Saint George,37.1041,-113.5841,84.0,7,1,14.97,US,2021-04-11 22:31:58,clear sky
120,Zaozerne,45.1582,33.2787,45.0,70,100,10.27,UA,2021-04-11 22:31:58,overcast clouds
121,Mizan Teferi,6.9833,35.5833,62.67,93,91,3.83,ET,2021-04-11 22:31:59,light rain
122,Codajas,-3.8367,-62.0569,74.95,95,92,3.24,BR,2021-04-11 22:31:59,light rain
123,Bluff,-46.6,168.3333,57.0,95,40,8.01,NZ,2021-04-11 22:31:59,scattered clouds
124,Yerbogachen,61.2767,108.0108,3.96,99,71,2.46,RU,2021-04-11 22:28:24,broken clouds
125,Porto Belo,-27.1578,-48.5531,77.0,83,0,3.44,BR,2021-04-11 22:32:00,clear sky
126,Pisco,-13.7,-76.2167,73.4,64,0,21.85,PE,2021-04-11 22:28:40,clear sky
127,Tomatlan,19.9333,-105.25,83.37,45,83,8.01,MX,2021-04-11 22:32:00,broken clouds
128,Ambilobe,-13.2,49.05,72.86,92,96,2.91,MG,2021-04-11 22:32:00,overcast clouds
129,Merauke,-8.4667,140.3333,79.83,79,54,4.65,ID,2021-04-11 22:32:01,broken clouds
130,Ribeira Grande,38.5167,-28.7,62.6,86,82,13.44,PT,2021-04-11 22:32:01,broken clouds
131,Kahului,20.8947,-156.47,75.2,78,40,11.5,US,2021-04-11 22:30:13,light rain
132,Fortuna,40.5982,-124.1573,61.0,66,1,16.11,US,2021-04-11 22:32:02,clear sky
133,Verkh-Usugli,52.7,115.1667,15.28,46,51,4.23,RU,2021-04-11 22:32:02,broken clouds
134,Lijesnica,44.4942,18.0742,42.8,75,0,2.3,BA,2021-04-11 22:27:17,clear sky
135,Vila Velha,-20.3297,-40.2925,77.0,78,0,4.61,BR,2021-04-11 22:32:02,clear sky
136,Oga,46.4631,10.347,46.99,93,75,5.75,IT,2021-04-11 22:32:03,broken clouds
137,Butaritari,3.0707,172.7902,81.28,76,32,9.37,KI,2021-04-11 22:32:03,scattered clouds
138,Vulcan,45.3833,23.2667,36.95,85,60,2.86,RO,2021-04-11 22:32:03,broken clouds
139,Fillan,63.6064,8.9696,32.0,93,0,2.3,NO,2021-04-11 22:32:04,clear sky
140,Longyearbyen,78.2186,15.6401,19.4,63,75,13.8,SJ,2021-04-11 22:32:04,broken clouds
141,Bethel,41.3712,-73.414,55.4,82,90,6.91,US,2021-04-11 22:32:04,light rain
142,Jumla,29.2747,82.1838,41.63,32,0,5.28,NP,2021-04-11 22:32:05,clear sky
143,Berlevag,70.8578,29.0864,34.3,71,74,29.04,NO,2021-04-11 22:32:05,light snow
144,Mar Del Plata,-38.0023,-57.5575,64.0,72,0,3.44,AR,2021-04-11 22:32:05,clear sky
145,Maneadero,31.7167,-116.5667,64.99,74,73,5.99,MX,2021-04-11 22:32:06,broken clouds
146,Severo-Kurilsk,50.6789,156.125,35.11,76,81,6.33,RU,2021-04-11 22:28:38,broken clouds
147,Antofagasta,-23.65,-70.4,62.6,77,40,14.97,CL,2021-04-11 22:31:39,scattered clouds
148,Adrar,20.5022,-10.0711,78.44,18,17,12.55,MR,2021-04-11 22:32:07,few clouds
149,Yellowknife,62.456,-114.3525,10.0,66,90,5.75,CA,2021-04-11 22:32:07,light snow
150,Cidreira,-30.1811,-50.2056,72.7,83,88,17.02,BR,2021-04-11 22:32:07,overcast clouds
151,Bourail,-21.5667,165.4833,76.62,86,98,6.29,NC,2021-04-11 22:32:08,overcast clouds
152,Correntina,-13.3433,-44.6367,74.8,62,92,0.87,BR,2021-04-11 22:32:08,overcast clouds
153,Puerto Ayora,-0.7393,-90.3518,80.6,78,40,9.22,EC,2021-04-11 22:32:08,scattered clouds
154,Georgetown,5.4112,100.3354,80.6,94,40,2.3,MY,2021-04-11 22:32:09,scattered clouds
155,North Bend,43.4065,-124.2243,55.0,62,1,26.46,US,2021-04-11 22:32:09,clear sky
156,Yar-Sale,66.8333,70.8333,33.75,88,100,20.51,RU,2021-04-11 22:27:46,overcast clouds
157,Vestmannaeyjar,63.4427,-20.2734,41.65,86,100,17.92,IS,2021-04-11 22:32:10,overcast clouds
158,Lhokseumawe,5.1801,97.1507,76.73,86,23,3.44,ID,2021-04-11 22:32:10,few clouds
159,Luderitz,-26.6481,15.1594,73.0,48,0,6.13,NA,2021-04-11 22:32:11,clear sky
160,Bennettsville,34.6174,-79.6848,80.01,36,40,13.8,US,2021-04-11 22:32:11,scattered clouds
161,Katsuura,35.1333,140.3,57.0,66,24,10.71,JP,2021-04-11 22:32:11,few clouds
162,Kirovskiy,45.0917,133.5136,49.62,66,99,8.57,RU,2021-04-11 22:32:12,overcast clouds
163,Westport,41.1415,-73.3579,50.0,93,90,18.41,US,2021-04-11 22:30:56,light rain
164,Te Anau,-45.4167,167.7167,55.02,83,85,0.49,NZ,2021-04-11 22:32:12,heavy intensity rain
165,Chuy,-33.6971,-53.4616,64.09,74,95,17.67,UY,2021-04-11 22:32:12,overcast clouds
166,Lusaka,-15.4067,28.2871,60.8,88,0,3.44,ZM,2021-04-11 22:32:13,clear sky
167,Colares,38.7992,-9.4469,57.0,77,64,10.0,PT,2021-04-11 22:28:48,broken clouds
168,Gizo,-8.103,156.8419,82.0,74,99,4.03,SB,2021-04-11 22:32:13,light rain
169,Walvis Bay,-22.9575,14.5053,84.99,28,5,1.01,NA,2021-04-11 22:32:13,clear sky
170,Belaya Gora,68.5333,146.4167,-6.65,93,87,5.66,RU,2021-04-11 22:32:14,overcast clouds
171,Nioro,13.35,-15.75,79.97,43,3,6.49,GM,2021-04-11 22:32:14,clear sky
172,Petropavlovka,50.6114,105.3196,21.97,54,16,3.56,RU,2021-04-11 22:32:14,few clouds
173,Gilgit,35.9221,74.3087,51.33,85,95,0.18,PK,2021-04-11 22:32:15,overcast clouds
174,Serebryansk,49.6925,83.2892,30.2,93,5,3.49,KZ,2021-04-11 22:32:15,clear sky
175,East London,-33.0153,27.9116,71.13,82,100,1.95,ZA,2021-04-11 22:32:15,overcast clouds
176,Erzin,36.9559,36.2,50.0,76,41,2.8,TR,2021-04-11 22:32:16,scattered clouds
177,Mezhdurechensk,53.6942,88.0603,30.22,93,69,1.28,RU,2021-04-11 22:32:16,broken clouds
178,Jinxiang,27.4327,120.6062,64.08,96,100,2.33,CN,2021-04-11 22:32:17,overcast clouds
179,Vila Franca Do Campo,37.7167,-25.4333,62.6,94,75,9.22,PT,2021-04-11 22:28:55,broken clouds
180,Gat,31.61,34.7642,55.0,86,8,8.01,IL,2021-04-11 22:30:05,clear sky
181,Pimenta Bueno,-11.6725,-61.1936,75.87,91,99,1.77,BR,2021-04-11 22:29:23,overcast clouds
182,Nago,26.5881,127.9761,69.8,73,1,9.22,JP,2021-04-11 22:32:18,clear sky
183,Palana,59.1167,159.9667,8.2,81,98,1.77,RU,2021-04-11 22:32:18,overcast clouds
184,Brae,60.3964,-1.353,33.8,80,70,8.05,GB,2021-04-11 22:32:19,broken clouds
185,Cabedelo,-6.9811,-34.8339,75.2,100,75,8.05,BR,2021-04-11 22:32:19,broken clouds
186,Lowestoft,52.4752,1.7516,35.01,90,96,1.99,GB,2021-04-11 22:30:23,overcast clouds
187,Saint-Augustin,51.226,-58.6502,42.55,87,88,19.82,CA,2021-04-11 22:32:20,overcast clouds
188,Asfi,32.2994,-9.2372,60.94,83,80,15.82,MA,2021-04-11 22:32:20,broken clouds
189,Fort Smith,35.3859,-94.3986,80.6,24,1,9.22,US,2021-04-11 22:32:20,clear sky
190,Itupiranga,-5.1347,-49.3267,84.2,89,40,2.8,BR,2021-04-11 22:30:50,scattered clouds
191,Siguiri,11.6667,-9.5,89.33,15,35,2.13,GN,2021-04-11 22:32:21,scattered clouds
192,Norman Wells,65.282,-126.8329,6.8,40,1,10.36,CA,2021-04-11 22:32:21,clear sky
193,Skibbereen,51.55,-9.2667,39.2,70,40,10.36,IE,2021-04-11 22:32:22,scattered clouds
194,Henties Bay,-22.116,14.2845,84.99,28,1,1.01,NA,2021-04-11 22:32:22,clear sky
195,Isangel,-19.55,169.2667,82.4,89,75,5.75,VU,2021-04-11 22:32:22,broken clouds
196,Tanete,-3.9443,119.7848,76.06,92,53,0.94,ID,2021-04-11 22:32:23,broken clouds
197,Timaru,-44.4,171.25,57.0,97,80,7.67,NZ,2021-04-11 22:32:23,light rain
198,Hofn,64.2539,-15.2082,38.32,90,100,14.61,IS,2021-04-11 22:32:23,overcast clouds
199,Campbell River,50.0163,-125.2446,53.01,40,20,10.36,CA,2021-04-11 22:32:24,few clouds
200,Yankton,42.8711,-97.3973,60.8,31,90,24.16,US,2021-04-11 22:32:24,overcast clouds
201,Cordoba,-31.4135,-64.1811,62.6,55,0,4.61,AR,2021-04-11 22:29:15,clear sky
202,Toora-Khem,52.4675,96.11,22.57,91,76,1.79,RU,2021-04-11 22:32:25,broken clouds
203,Udachnyy,66.4167,112.4,-4.5,86,77,4.76,RU,2021-04-11 22:31:18,broken clouds
204,Meadow Lake,34.8014,-106.5436,79.0,6,75,6.91,US,2021-04-11 22:32:25,broken clouds
205,Klaksvik,62.2266,-6.589,32.0,74,75,1.14,FO,2021-04-11 22:32:25,broken clouds
206,Pangnirtung,66.1451,-65.7125,36.72,90,100,3.13,CA,2021-04-11 22:32:26,light rain
207,Gerede,40.8008,32.1969,26.33,98,100,2.53,TR,2021-04-11 22:32:26,light snow
208,Lincoln,40.8,-96.667,69.8,26,1,24.16,US,2021-04-11 22:32:26,clear sky
209,Bilibino,68.0546,166.4372,-4.68,70,20,0.56,RU,2021-04-11 22:32:27,few clouds
210,Bosaso,11.2842,49.1816,79.5,61,70,13.44,SO,2021-04-11 22:32:27,broken clouds
211,Praia,14.9215,-23.5087,73.4,60,0,19.57,CV,2021-04-11 22:32:27,clear sky
212,Prince Rupert,54.3161,-130.3201,41.0,65,90,9.22,CA,2021-04-11 22:30:57,overcast clouds
213,Oriximina,-1.7656,-55.8661,76.95,89,100,3.42,BR,2021-04-11 22:32:28,overcast clouds
214,Islamkot,24.6997,70.177,77.52,33,0,9.84,PK,2021-04-11 22:32:28,clear sky
215,Caravelas,-17.7125,-39.2481,74.77,83,10,5.03,BR,2021-04-11 22:32:29,clear sky
216,Cayenne,4.9333,-52.3333,81.0,89,0,2.3,GF,2021-04-11 22:32:29,clear sky
217,Beloha,-25.1667,45.05,71.85,90,22,10.71,MG,2021-04-11 22:32:29,few clouds
218,Cherskiy,68.75,161.3,-11.74,92,92,4.27,RU,2021-04-11 22:32:30,overcast clouds
219,Baturite,-4.3286,-38.8847,74.91,89,76,3.53,BR,2021-04-11 22:32:30,broken clouds
220,Zaragoza,41.6561,-0.8773,50.0,71,0,19.57,ES,2021-04-11 22:31:55,clear sky
221,Upernavik,72.7868,-56.1549,32.76,66,100,26.71,GL,2021-04-11 22:32:30,overcast clouds
222,Afonso Bezerra,-5.4983,-36.5056,79.72,74,100,18.68,BR,2021-04-11 22:32:31,overcast clouds
223,Sokoni,-6.4333,39.55,80.6,89,40,11.5,TZ,2021-04-11 22:32:31,moderate rain
224,Novopokrovka,49.8425,36.5477,51.8,35,90,13.42,UA,2021-04-11 22:32:31,light rain
225,Mahebourg,-20.4081,57.7,77.0,94,75,6.91,MU,2021-04-11 22:32:32,broken clouds
226,Vardo,70.3705,31.1107,33.8,75,75,28.77,NO,2021-04-11 22:32:32,broken clouds
227,Raudeberg,61.9875,5.1352,37.99,79,44,15.48,NO,2021-04-11 22:32:32,scattered clouds
228,Sinjar,36.3209,41.8754,49.95,49,7,5.61,IQ,2021-04-11 22:32:33,clear sky
229,Port Hedland,-20.3167,118.5667,78.8,89,82,9.46,AU,2021-04-11 22:32:33,broken clouds
230,Esperance,-33.8667,121.9,60.8,72,40,21.85,AU,2021-04-11 22:32:33,light rain
231,Hami,42.8,93.45,52.07,36,100,13.98,CN,2021-04-11 22:32:34,overcast clouds
232,Pucallpa,-8.3791,-74.5539,84.2,70,40,2.3,PE,2021-04-11 22:32:34,scattered clouds
233,Sur,22.5667,59.5289,80.64,64,0,9.66,OM,2021-04-11 22:32:35,clear sky
234,Faanui,-16.4833,-151.75,82.36,72,100,9.75,PF,2021-04-11 22:32:35,overcast clouds
235,Taltal,-25.4,-70.4833,64.8,79,52,4.85,CL,2021-04-11 22:32:35,broken clouds
236,Xining,36.6167,101.7667,37.29,69,67,1.28,CN,2021-04-11 22:32:36,broken clouds
237,Luena,-11.7833,19.9167,65.08,67,89,4.23,AO,2021-04-11 22:30:15,overcast clouds
238,San Patricio,28.017,-97.5169,86.0,48,1,12.66,US,2021-04-11 22:32:36,clear sky
239,Biu,10.6129,12.1946,83.75,9,64,3.15,NG,2021-04-11 22:32:36,broken clouds
240,Jadu,31.953,12.0261,67.23,21,100,33.11,LY,2021-04-11 22:32:37,overcast clouds
241,Quatre Cocos,-20.2078,57.7625,78.01,94,75,6.91,MU,2021-04-11 22:32:37,light rain
242,Port-Gentil,-0.7193,8.7815,77.0,94,20,2.3,GA,2021-04-11 22:32:38,few clouds
243,Woodward,36.4337,-99.3904,82.4,18,1,8.05,US,2021-04-11 22:32:38,clear sky
244,Sindor,62.8629,51.8905,33.64,79,6,10.71,RU,2021-04-11 22:32:38,clear sky
245,Roald,62.5833,6.1333,37.4,81,40,13.8,NO,2021-04-11 22:32:39,scattered clouds
246,Xilagani,40.9833,25.4167,46.99,73,0,3.0,GR,2021-04-11 22:32:39,clear sky
247,Ahome,25.9167,-109.1833,86.0,39,75,11.5,MX,2021-04-11 22:31:55,broken clouds
248,Tabriz,38.08,46.2919,46.4,66,20,4.61,IR,2021-04-11 22:31:19,few clouds
249,Avera,33.194,-82.5271,77.0,57,1,10.36,US,2021-04-11 22:32:40,clear sky
250,Nishihara,26.1842,127.7558,69.8,73,40,16.11,JP,2021-04-11 22:32:40,scattered clouds
251,Gawler,-34.6,138.7333,51.01,79,100,1.01,AU,2021-04-11 22:30:11,overcast clouds
252,Mildura,-34.2,142.15,44.6,76,0,6.91,AU,2021-04-11 22:31:50,clear sky
253,Birao,10.2849,22.7882,80.76,13,100,6.67,CF,2021-04-11 22:32:41,overcast clouds
254,Nanakuli,21.3906,-158.1547,69.8,73,90,4.61,US,2021-04-11 22:32:41,light rain
255,Kokkola,63.8385,23.1307,33.01,86,0,2.3,FI,2021-04-11 22:32:42,clear sky
256,Jibuti,11.5,42.5,80.6,78,1,12.86,DJ,2021-04-11 22:32:42,haze
257,Oyama,36.3,139.8,59.0,81,20,3.44,JP,2021-04-11 22:32:42,few clouds
258,Victoria,22.2855,114.1577,73.0,86,96,9.44,HK,2021-04-11 22:32:09,overcast clouds
259,Barstow,34.8986,-117.0228,87.8,7,1,4.61,US,2021-04-11 22:32:43,clear sky
260,Godfrey,38.9556,-90.1868,66.99,45,1,13.8,US,2021-04-11 22:31:43,clear sky
261,Arman,59.7,150.1667,10.31,85,100,12.93,RU,2021-04-11 22:32:44,overcast clouds
262,Weihai,37.5017,122.1136,48.45,93,100,20.6,CN,2021-04-11 22:32:44,light rain
263,Nanortalik,60.1432,-45.2371,35.44,66,0,4.27,GL,2021-04-11 22:32:44,clear sky
264,Ndele,8.4109,20.6473,79.39,22,91,3.6,CF,2021-04-11 22:32:45,overcast clouds
